method_id,edition,coefficient_family,coefficient_id,load_component,stress_component,stress_class,target_location,surface,parameter_1_name,parameter_1_value,parameter_2_name,parameter_2_value,parameter_3_name,parameter_3_value,coefficient_value,published_precision,source_page,source_section,source_equation,source_table,source_figure,source_note,extraction_method,extraction_confidence,review_status
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,71,Curve Fit Table for SM-2,Eq. Y,SM-2,Fig SM-2,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,71,Curve Fit Table for SM-2,Eq. Y,SM-2,Fig SM-2,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,71,Curve Fit Table for SM-2,Eq. Y,SM-2,Fig SM-2,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,71,Curve Fit Table for SM-2,Eq. Y,SM-2,Fig SM-2,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,5,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,71,Curve Fit Table for SM-2,Eq. Y,SM-2,Fig SM-2,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,5,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,71,Curve Fit Table for SM-2,Eq. Y,SM-2,Fig SM-2,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,74,Curve Fit Table for SM-3,Eq. Y,SM-3,Fig SM-3,Curve fit coefficients a-j for NxT(RmT)^0.5/M. Errata: Curve fit adjusted to prevent negative Y values.,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,74,Curve Fit Table for SM-3,Eq. Y,SM-3,Fig SM-3,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,74,Curve Fit Table for SM-3,Eq. Y,SM-3,Fig SM-3,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,74,Curve Fit Table for SM-3,Eq. Y,SM-3,Fig SM-3,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,5,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,74,Curve Fit Table for SM-3,Eq. Y,SM-3,Fig SM-3,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,5,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,74,Curve Fit Table for SM-3,Eq. Y,SM-3,Fig SM-3,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,76,Curve Fit Table for SM-4,Eq. Y,SM-4,Fig SM-4,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,76,Curve Fit Table for SM-4,Eq. Y,SM-4,Fig SM-4,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,76,Curve Fit Table for SM-4,Eq. Y,SM-4,Fig SM-4,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,5,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,76,Curve Fit Table for SM-4,Eq. Y,SM-4,Fig SM-4,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,5,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,76,Curve Fit Table for SM-4,Eq. Y,SM-4,Fig SM-4,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,5,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,76,Curve Fit Table for SM-4,Eq. Y,SM-4,Fig SM-4,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,78,Curve Fit Table for SM-5,Eq. Y,SM-5,Fig SM-5,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,78,Curve Fit Table for SM-5,Eq. Y,SM-5,Fig SM-5,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,78,Curve Fit Table for SM-5,Eq. Y,SM-5,Fig SM-5,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,78,Curve Fit Table for SM-5,Eq. Y,SM-5,Fig SM-5,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,78,Curve Fit Table for SM-5,Eq. Y,SM-5,Fig SM-5,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,1.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,78,Curve Fit Table for SM-5,Eq. Y,SM-5,Fig SM-5,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,80,Curve Fit Table for SM-6,Eq. Y,SM-6,Fig SM-6,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,80,Curve Fit Table for SM-6,Eq. Y,SM-6,Fig SM-6,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,80,Curve Fit Table for SM-6,Eq. Y,SM-6,Fig SM-6,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,80,Curve Fit Table for SM-6,Eq. Y,SM-6,Fig SM-6,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,80,Curve Fit Table for SM-6,Eq. Y,SM-6,Fig SM-6,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,2.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,80,Curve Fit Table for SM-6,Eq. Y,SM-6,Fig SM-6,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,82,Curve Fit Table for SM-7,Eq. Y,SM-7,Fig SM-7,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,82,Curve Fit Table for SM-7,Eq. Y,SM-7,Fig SM-7,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,82,Curve Fit Table for SM-7,Eq. Y,SM-7,Fig SM-7,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,82,Curve Fit Table for SM-7,Eq. Y,SM-7,Fig SM-7,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,82,Curve Fit Table for SM-7,Eq. Y,SM-7,Fig SM-7,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,82,Curve Fit Table for SM-7,Eq. Y,SM-7,Fig SM-7,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,84,Curve Fit Table for SM-8,Eq. Y,SM-8,Fig SM-8,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,84,Curve Fit Table for SM-8,Eq. Y,SM-8,Fig SM-8,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,84,Curve Fit Table for SM-8,Eq. Y,SM-8,Fig SM-8,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,15,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,84,Curve Fit Table for SM-8,Eq. Y,SM-8,Fig SM-8,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,84,Curve Fit Table for SM-8,Eq. Y,SM-8,Fig SM-8,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,15,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,84,Curve Fit Table for SM-8,Eq. Y,SM-8,Fig SM-8,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,86,Curve Fit Table for SM-9,Eq. Y,SM-9,Fig SM-9,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment. Errata: Adjusted label placement for Nx and My.,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,86,Curve Fit Table for SM-9,Eq. Y,SM-9,Fig SM-9,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,86,Curve Fit Table for SM-9,Eq. Y,SM-9,Fig SM-9,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,86,Curve Fit Table for SM-9,Eq. Y,SM-9,Fig SM-9,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,50,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,86,Curve Fit Table for SM-9,Eq. Y,SM-9,Fig SM-9,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,50,rho,4.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,86,Curve Fit Table for SM-9,Eq. Y,SM-9,Fig SM-9,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Memb,M1/M2,sigma_x,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,89,Curve Fit Table for SM-10,Eq. Y,SM-10,Fig SM-10,Curve fit coefficients a-j for NxT(RmT)^0.5/M from moment. Errata: Equation shown is not the equation used to calculate the curve fit.,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Ny_Memb,M1/M2,sigma_y,membrane,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,89,Curve Fit Table for SM-10,Eq. Y,SM-10,Fig SM-10,Curve fit coefficients a-j for NyT(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Bend,M1/M2,sigma_x,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,89,Curve Fit Table for SM-10,Eq. Y,SM-10,Fig SM-10,Curve fit coefficients a-j for Mx(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_My_Bend,M1/M2,sigma_y,bending,AU/AL/BU/BL/CU/CL/DU/DL,BOTH,gamma,50,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,89,Curve Fit Table for SM-10,Eq. Y,SM-10,Fig SM-10,Curve fit coefficients a-j for My(RmT)^0.5/M,DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Nx_Max,M1/M2,sigma_x,membrane,MAX_OFF_JUNCTURE,BOTH,gamma,50,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,89,Curve Fit Table for SM-10,Eq. Y,SM-10,Fig SM-10,Curve fit coefficients a-j for Nx(max),DIRECT_TABLE,HIGH,EXTRACTED
WRC537,1st ed. (Dec 2010) / reprint 2013,SM,SM_MOMENT_Mx_Max,M1/M2,sigma_x,bending,MAX_OFF_JUNCTURE,BOTH,gamma,50,rho,10.0,U,UNRESOLVED,UNRESOLVED,UNRESOLVED,89,Curve Fit Table for SM-10,Eq. Y,SM-10,Fig SM-10,Curve fit coefficients a-j for Mx(max),DIRECT_TABLE,HIGH,EXTRACTED
